id,title,description,link,image_link,availability,price,brand,mpn,identifier_exists,condition,google_product_category,product_type
THK-MDV-018,Кондиционер MDV INTEGRA MDSI-18HRFN8 /    MDOI-18HFN8,"Бытовая инверторная сплит-система MDV INTEGRA (DC Inverter, R32) со встроенным ИИ AI Ecomaster. Мягкое охлаждение Cascade wind, ионизатор Air Magic, фото- и противопылевый фильтры, режимы TURBO+ и Follow me. Функция GEAR, 3D Airflow, Wi-Fi-управление, автоматическая оттайка и перезапуск.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/a47/tf7xj92570e2g6c7g6nwhrm3w8in5bob.png,in_stock,352500.00 KZT,MDV,MDSI-18HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
THK-MDV-019,Кондиционер MDV INTEGRA MDSI-24HRFN8 /    MDOI-24HFN8,"Бытовая инверторная сплит-система MDV INTEGRA (DC Inverter, R32) со встроенным ИИ AI Ecomaster. Мягкое охлаждение Cascade wind, ионизатор Air Magic, фото- и противопылевый фильтры, режимы TURBO+ и Follow me. Функция GEAR, 3D Airflow, Wi-Fi-управление, автоматическая оттайка и перезапуск.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/a47/tf7xj92570e2g6c7g6nwhrm3w8in5bob.png,in_stock,453750.00 KZT,MDV,MDSI-24HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
THK-MDV-020,Кондиционер MDV INTEGRA PRO MDSAI2-07HRFN8 /  MDOAI2-07HFN8,"Бытовая инверторная сплит-система MDV INTEGRA PRO (ERP Full DC Inverter, R32) с ИИ AI Ecomaster и 3D DC-Inverter ERP. Мягкое охлаждение Cascade wind, ионизатор Air Magic, фото- и противопылевый фильтры, режимы TURBO+ и Follow me, функция GEAR, 3D Airflow, Wi-Fi-управление.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/fb9/o5yfd00vo5dzptiayjlsaieqj4ffxkf0.png,in_stock,170000.00 KZT,MDV,MDSAI2-07HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
THK-MDV-021,Кондиционер MDV INTEGRA PRO MDSAI2-09HRFN8 /  MDOAI2-09HFN8,"Бытовая инверторная сплит-система MDV INTEGRA PRO (ERP Full DC Inverter, R32) с ИИ AI Ecomaster и 3D DC-Inverter ERP. Мягкое охлаждение Cascade wind, ионизатор Air Magic, фото- и противопылевый фильтры, режимы TURBO+ и Follow me, функция GEAR, 3D Airflow, Wi-Fi-управление.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/fb9/o5yfd00vo5dzptiayjlsaieqj4ffxkf0.png,in_stock,181250.00 KZT,MDV,MDSAI2-09HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
THK-MDV-022,Кондиционер MDV INTEGRA PRO MDSAI2-12HRFN8 /  MDOAI2-12HFN8,"Бытовая инверторная сплит-система MDV INTEGRA PRO (ERP Full DC Inverter, R32) с ИИ AI Ecomaster и 3D DC-Inverter ERP. Мягкое охлаждение Cascade wind, ионизатор Air Magic, фото- и противопылевый фильтры, режимы TURBO+ и Follow me, функция GEAR, 3D Airflow, Wi-Fi-управление.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/fb9/o5yfd00vo5dzptiayjlsaieqj4ffxkf0.png,in_stock,221250.00 KZT,MDV,MDSAI2-12HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
THK-MDV-023,Кондиционер MDV INTEGRA PRO MDSAI2-18HRFN8 /  MDOAI2-18HFN8,"Бытовая инверторная сплит-система MDV INTEGRA PRO (ERP Full DC Inverter, R32) с ИИ AI Ecomaster и 3D DC-Inverter ERP. Мягкое охлаждение Cascade wind, ионизатор Air Magic, фото- и противопылевый фильтры, режимы TURBO+ и Follow me, функция GEAR, 3D Airflow, Wi-Fi-управление.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/fb9/o5yfd00vo5dzptiayjlsaieqj4ffxkf0.png,in_stock,357500.00 KZT,MDV,MDSAI2-18HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
THK-MDV-024,Кондиционер MDV INTEGRA PRO MDSAI2-24HRFN8 /  MDOAI2-24HFN8,"Бытовая инверторная сплит-система MDV INTEGRA PRO (ERP Full DC Inverter, R32) с ИИ AI Ecomaster и 3D DC-Inverter ERP. Мягкое охлаждение Cascade wind, ионизатор Air Magic, фото- и противопылевый фильтры, режимы TURBO+ и Follow me, функция GEAR, 3D Airflow, Wi-Fi-управление.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/fb9/o5yfd00vo5dzptiayjlsaieqj4ffxkf0.png,in_stock,458750.00 KZT,MDV,MDSAI2-24HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
THK-MDV-025,Кондиционер MDV INTEGRA PRO BLACK MDSBI2-07HRFN8 / MDOBI2-07HFN8,"Бытовая инверторная сплит-система MDV INTEGRA PRO BLACK (ERP Full DC Inverter, R32) в матовом чёрном корпусе. ИИ AI Ecomaster, 3D DC-Inverter ERP, мягкое охлаждение Cascade wind, ионизатор Air Magic, фото- и противопылевый фильтры, режимы TURBO+ и Follow me, функция GEAR, Wi-Fi-управление.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/57f/4ivi79dnbxw1jut1mtktfv11sve78b9e.png,in_stock,187500.00 KZT,MDV,MDSBI2-07HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
THK-MDV-026,Кондиционер MDV INTEGRA PRO BLACK MDSBI2-09HRFN8 / MDOBI2-09HFN8,"Бытовая инверторная сплит-система MDV INTEGRA PRO BLACK (ERP Full DC Inverter, R32) в матовом чёрном корпусе. ИИ AI Ecomaster, 3D DC-Inverter ERP, мягкое охлаждение Cascade wind, ионизатор Air Magic, фото- и противопылевый фильтры, режимы TURBO+ и Follow me, функция GEAR, Wi-Fi-управление.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/57f/4ivi79dnbxw1jut1mtktfv11sve78b9e.png,in_stock,203750.00 KZT,MDV,MDSBI2-09HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
THK-MDV-027,Кондиционер MDV INTEGRA PRO BLACK MDSBI2-12HRFN8 / MDOBI2-12HFN8,"Бытовая инверторная сплит-система MDV INTEGRA PRO BLACK (ERP Full DC Inverter, R32) в матовом чёрном корпусе. ИИ AI Ecomaster, 3D DC-Inverter ERP, мягкое охлаждение Cascade wind, ионизатор Air Magic, фото- и противопылевый фильтры, режимы TURBO+ и Follow me, функция GEAR, Wi-Fi-управление.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/57f/4ivi79dnbxw1jut1mtktfv11sve78b9e.png,in_stock,237500.00 KZT,MDV,MDSBI2-12HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
THK-MDV-028,Кондиционер MDV INTEGRA PRO BLACK MDSBI2-18HRFN8 / MDOBI2-18HFN8,"Бытовая инверторная сплит-система MDV INTEGRA PRO BLACK (ERP Full DC Inverter, R32) в матовом чёрном корпусе. ИИ AI Ecomaster, 3D DC-Inverter ERP, мягкое охлаждение Cascade wind, ионизатор Air Magic, фото- и противопылевый фильтры, режимы TURBO+ и Follow me, функция GEAR, Wi-Fi-управление.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/57f/4ivi79dnbxw1jut1mtktfv11sve78b9e.png,in_stock,361250.00 KZT,MDV,MDSBI2-18HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
THK-MDV-029,Кондиционер MDV INTEGRA PRO BLACK MDSBI2-24HRFN8 / MDOBI2-24HFN8,"Бытовая инверторная сплит-система MDV INTEGRA PRO BLACK (ERP Full DC Inverter, R32) в матовом чёрном корпусе. ИИ AI Ecomaster, 3D DC-Inverter ERP, мягкое охлаждение Cascade wind, ионизатор Air Magic, фото- и противопылевый фильтры, режимы TURBO+ и Follow me, функция GEAR, Wi-Fi-управление.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/57f/4ivi79dnbxw1jut1mtktfv11sve78b9e.png,in_stock,458750.00 KZT,MDV,MDSBI2-24HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
THK-MDV-030,Кондиционер MDV NOVA 3-IN-1 MDSAH-09HRFN8 / MDOAH-09HFN8,"Климатический комплекс MDV NOVA 3-IN-1 (ERP Full DC Inverter, R32), класс энергоэффективности A+++. Приток свежего воздуха, ионизатор Air Magic, УФ-лампа, H13 HEPA-фильтр, режимы Breeze Away, ECO и Follow me. Безветренная прохлада Air-still, 3D Airflow, Wi-Fi-управление, датчик влажности, дежурное отопление 8 °C.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/254/x7m6ommdd4wc8txhe0ufpeqg4v4xfyp1.png,in_stock,310000.00 KZT,MDV,MDSAH-09HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
THK-MDV-031,Кондиционер MDV NOVA 3-IN-1 MDSAH-12HRFN8 / MDOAH-12HFN8,"Климатический комплекс MDV NOVA 3-IN-1 (ERP Full DC Inverter, R32), класс энергоэффективности A+++. Приток свежего воздуха, ионизатор Air Magic, УФ-лампа, H13 HEPA-фильтр, режимы Breeze Away, ECO и Follow me. Безветренная прохлада Air-still, 3D Airflow, Wi-Fi-управление, датчик влажности, дежурное отопление 8 °C.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/254/x7m6ommdd4wc8txhe0ufpeqg4v4xfyp1.png,in_stock,331250.00 KZT,MDV,MDSAH-12HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
THK-MDV-032,Кондиционер MDV OP SMART MDSOPS-12HRFN8 / MDOOPS-12HFN8,"Инверторный тепловой насос воздух-воздух MDV OP SMART HEAT PUMP (ERP Full DC Inverter, R32): обогрев при −35 °C, охлаждение при −25 °C. 3D DC-Inverter ERP, компрессор GMCC, датчик движения «Радар», датчик влажности, мягкое охлаждение Breeze Away, ионизатор Air Magic, фильтры, режим TURBO+, Wi-Fi-управление.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/00a/fqqc1dd1dby510zku3m3m4mlxryrw9dk.png,in_stock,430000.00 KZT,MDV,MDSOPS-12HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
THK-MDV-033,Кондиционер MDV OP SMART MDSOPS-18HRFN8 / MDOOPS-18HFN8,"Инверторный тепловой насос воздух-воздух MDV OP SMART HEAT PUMP (ERP Full DC Inverter, R32): обогрев при −35 °C, охлаждение при −25 °C. 3D DC-Inverter ERP, компрессор GMCC, датчик движения «Радар», датчик влажности, мягкое охлаждение Breeze Away, ионизатор Air Magic, фильтры, режим TURBO+, Wi-Fi-управление.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/00a/fqqc1dd1dby510zku3m3m4mlxryrw9dk.png,in_stock,612500.00 KZT,MDV,MDSOPS-18HRFN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
THK-MDV-034,Кондиционер MDV iERA MDSAE-07HRN8 / MDOAE-07HN8,"Бытовая сплит-система MDV iERA (ON/OFF, хладагент R32). Матовый белый корпус, надёжный компрессор GMCC, самодиагностика и обнаружение утечки хладагента, самоочистка внутреннего блока. Биполярный ионизатор Air Magic, фотокаталитический и противопылевый фильтры, режимы TURBO и Follow me. 3D Airflow, Wi-Fi-управление, автоматический перезапуск, обогрев при низких температурах.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/c31/jx55iwfslwsf8wfi21hziaiq0d1n3nmb.png,in_stock,123750.00 KZT,MDV,MDSAE-07HRN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
THK-MDV-035,Кондиционер MDV iERA MDSAE-09HRN8 / MDOAE-09HN8,"Бытовая сплит-система MDV iERA (ON/OFF, хладагент R32). Матовый белый корпус, надёжный компрессор GMCC, самодиагностика и обнаружение утечки хладагента, самоочистка внутреннего блока. Биполярный ионизатор Air Magic, фотокаталитический и противопылевый фильтры, режимы TURBO и Follow me. 3D Airflow, Wi-Fi-управление, автоматический перезапуск, обогрев при низких температурах.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/c31/jx55iwfslwsf8wfi21hziaiq0d1n3nmb.png,in_stock,135000.00 KZT,MDV,MDSAE-09HRN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
THK-MDV-036,Кондиционер MDV iERA MDSAE-12HRN8 / MDOAE-12HN8,"Бытовая сплит-система MDV iERA (ON/OFF, хладагент R32). Матовый белый корпус, надёжный компрессор GMCC, самодиагностика и обнаружение утечки хладагента, самоочистка внутреннего блока. Биполярный ионизатор Air Magic, фотокаталитический и противопылевый фильтры, режимы TURBO и Follow me. 3D Airflow, Wi-Fi-управление, автоматический перезапуск, обогрев при низких температурах.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/c31/jx55iwfslwsf8wfi21hziaiq0d1n3nmb.png,in_stock,165000.00 KZT,MDV,MDSAE-12HRN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
THK-MDV-037,Кондиционер MDV iERA MDSAE-18HRN8 / MDOAE-18HN8,"Бытовая сплит-система MDV iERA (ON/OFF, хладагент R32). Матовый белый корпус, надёжный компрессор GMCC, самодиагностика и обнаружение утечки хладагента, самоочистка внутреннего блока. Биполярный ионизатор Air Magic, фотокаталитический и противопылевый фильтры, режимы TURBO и Follow me. 3D Airflow, Wi-Fi-управление, автоматический перезапуск, обогрев при низких температурах.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/c31/jx55iwfslwsf8wfi21hziaiq0d1n3nmb.png,in_stock,262500.00 KZT,MDV,MDSAE-18HRN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
THK-MDV-038,Кондиционер MDV iERA MDSAE-24HRN8 / MDOAE-24HN8,"Бытовая сплит-система MDV iERA (ON/OFF, хладагент R32). Матовый белый корпус, надёжный компрессор GMCC, самодиагностика и обнаружение утечки хладагента, самоочистка внутреннего блока. Биполярный ионизатор Air Magic, фотокаталитический и противопылевый фильтры, режимы TURBO и Follow me. 3D Airflow, Wi-Fi-управление, автоматический перезапуск, обогрев при низких температурах.",https://tehnoholod369.kz/katalog,https://mdv-aircond.ru/upload/iblock/c31/jx55iwfslwsf8wfi21hziaiq0d1n3nmb.png,in_stock,356250.00 KZT,MDV,MDSAE-24HRN8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
