id,title,description,link,image_link,availability,price,brand,mpn,identifier_exists,condition,google_product_category,product_type
EACS/I-09HAV/N8_V2/WF,"Кондиционер Electrolux Avalanche Super DC EACS/I-09HAV/N8_V2/WF, 9000 BTU, до 25 м²","Настенная сплит-система Electrolux, серия Avalanche Super DC: 9 000 BTU, на площадь до 25 м², инверторный компрессор, класс энергоэффективности A++, обогрев до −25 °C, шум внутреннего блока 26 дБ(А), Wi-Fi есть, очистка воздуха, артикул EACS/I-09HAV/N8_V2/WF. Премиальный инвертор с одним из самых высоких классов энергоэффективности (SEER A++, SCOP A+++) и глубоким обогревом до −25 °C — для холодного климата. Экономия до 30% электроэнергии, тихая работа около 26 дБ, фильтрация с ионами серебра Silver Ion, управление со смартфона (версия /WF).",https://tehnoholod369.kz/tproduct/589956346754-kondicioner-electrolux-avalanche-super-dc-eacs-i-09hav-n8-v2,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/bytovye/electrolux-eacs-i-09hav-n8-v2-wf.jpg,in_stock,248428.00 KZT,Electrolux,EACS/I-09HAV/N8_V2/WF,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
EACS/I-12HAV/N8_V2/WF,"Кондиционер Electrolux Avalanche Super DC EACS/I-12HAV/N8_V2/WF, 12000 BTU, до 35 м²","Настенная сплит-система Electrolux, серия Avalanche Super DC: 12 000 BTU, на площадь до 35 м², инверторный компрессор, класс энергоэффективности A++, обогрев до −25 °C, шум внутреннего блока 26 дБ(А), Wi-Fi есть, очистка воздуха, артикул EACS/I-12HAV/N8_V2/WF. Премиальный инвертор с одним из самых высоких классов энергоэффективности (SEER A++, SCOP A+++) и глубоким обогревом до −25 °C — для холодного климата. Экономия до 30% электроэнергии, тихая работа около 26 дБ, фильтрация с ионами серебра Silver Ion, управление со смартфона (версия /WF).",https://tehnoholod369.kz/tproduct/496982091234-kondicioner-electrolux-avalanche-super-dc-eacs-i-12hav-n8-v2,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/bytovye/electrolux-eacs-i-09hav-n8-v2-wf.jpg,in_stock,284990.00 KZT,Electrolux,EACS/I-12HAV/N8_V2/WF,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
EACS/I-18HAV/N8_V2/WF,"Кондиционер Electrolux Avalanche Super DC EACS/I-18HAV/N8_V2/WF, 18000 BTU, до 50 м²","Настенная сплит-система Electrolux, серия Avalanche Super DC: 18 000 BTU, на площадь до 50 м², инверторный компрессор, класс энергоэффективности A++, обогрев до −25 °C, шум внутреннего блока 26 дБ(А), Wi-Fi есть, очистка воздуха, артикул EACS/I-18HAV/N8_V2/WF. Премиальный инвертор с одним из самых высоких классов энергоэффективности (SEER A++, SCOP A+++) и глубоким обогревом до −25 °C — для холодного климата. Экономия до 30% электроэнергии, тихая работа около 26 дБ, фильтрация с ионами серебра Silver Ion, управление со смартфона (версия /WF).",https://tehnoholod369.kz/tproduct/792655112394-kondicioner-electrolux-avalanche-super-dc-eacs-i-18hav-n8-v2,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/bytovye/electrolux-eacs-i-09hav-n8-v2-wf.jpg,in_stock,399365.00 KZT,Electrolux,EACS/I-18HAV/N8_V2/WF,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
EACS/I-24HAV/N8_V2/WF,"Кондиционер Electrolux Avalanche Super DC EACS/I-24HAV/N8_V2/WF, 24000 BTU, до 65 м²","Настенная сплит-система Electrolux, серия Avalanche Super DC: 24 000 BTU, на площадь до 65 м², инверторный компрессор, класс энергоэффективности A++, обогрев до −25 °C, шум внутреннего блока 26 дБ(А), Wi-Fi есть, очистка воздуха, артикул EACS/I-24HAV/N8_V2/WF. Премиальный инвертор с одним из самых высоких классов энергоэффективности (SEER A++, SCOP A+++) и глубоким обогревом до −25 °C — для холодного климата. Экономия до 30% электроэнергии, тихая работа около 26 дБ, фильтрация с ионами серебра Silver Ion, управление со смартфона (версия /WF).",https://tehnoholod369.kz/tproduct/599269790074-kondicioner-electrolux-avalanche-super-dc-eacs-i-24hav-n8-v2,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/bytovye/electrolux-eacs-i-09hav-n8-v2-wf.jpg,in_stock,506240.00 KZT,Electrolux,EACS/I-24HAV/N8_V2/WF,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
EACS/I-10HFA/N8_V2,"Кондиционер Electrolux Crystal Air Super DC EACS/I-10HFA/N8_V2, 10000 BTU, до 28 м²","Настенная сплит-система Electrolux, серия Crystal Air Super DC: 10 000 BTU, на площадь до 28 м², инверторный компрессор, класс энергоэффективности A+++, мощность охлаждения номинальная 2,73 кВт (мин, 0,8 / макс, 3,5 кВт); 10 000 BTU; потребляемая мощность 674 Вт, мощность обогрева номинальная 2,93 кВт (макс, 3,9 кВт); потребляемая мощность 689 Вт, обогрев до −25 °C, шум внутреннего блока 18 дБ, Wi-Fi есть, с притоком свежего воздуха, очистка воздуха, SEER класс A+++ (числовое значение SEER в источнике не указано), SCOP класс A+++ (числовое значение SCOP в источнике не указано), производство — КНР, артикул EACS/I-10HFA/N8_V2. Флагман с притоком свежего воздуха с улицы (бризер) до 60 м³/ч — свежо без открытого окна. Очистка HEPA H11 и УФ-обеззараживание, класс A+++, очень тихая работа около 18 дБ, встроенный Wi-Fi. Идеальна для спальни и детской.",https://tehnoholod369.kz/tproduct/278410767644-kondicioner-electrolux-crystal-air-super-dc-eacs-i-10hfa-n8-,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/bytovye/electrolux-eacs-i-10hfa-n8-v2.jpg,in_stock,425615.00 KZT,Electrolux,EACS/I-10HFA/N8_V2,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
EACS/I-13HFA/N8_V2,"Кондиционер Electrolux Crystal Air Super DC EACS/I-13HFA/N8_V2, 13000 BTU, до 38 м²","Настенная сплит-система Electrolux, серия Crystal Air Super DC: 13 000 BTU, на площадь до 38 м², инверторный компрессор, класс энергоэффективности A+++, мощность охлаждения номинальная 3,63 кВт (мин, 1 / макс, 4 кВт); 13 000 BTU; потребляемая мощность 921 Вт, мощность обогрева номинальная 3,9 кВт (мин, 1 / макс, 4,5 кВт); потребляемая мощность 994 Вт, обогрев до −25 °C, шум внутреннего блока 18 дБ, Wi-Fi есть, с притоком свежего воздуха, очистка воздуха, SEER класс A+++ (числовое значение SEER в источнике не указано), SCOP класс A+++ (числовое значение SCOP в источнике не указано), производство — КНР, артикул EACS/I-13HFA/N8_V2. Флагман с притоком свежего воздуха с улицы (бризер) до 60 м³/ч — свежо без открытого окна. Очистка HEPA H11 и УФ-обеззараживание, класс A+++, очень тихая работа около 18 дБ, встроенный Wi-Fi. Идеальна для спальни и детской.",https://tehnoholod369.kz/tproduct/260569385684-kondicioner-electrolux-crystal-air-super-dc-eacs-i-13hfa-n8-,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/bytovye/electrolux-eacs-i-10hfa-n8-v2.jpg,in_stock,467802.00 KZT,Electrolux,EACS/I-13HFA/N8_V2,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
EACS/I-09HIX-BLACK/N8_V2/WF,"Кондиционер Electrolux Onix Super DC (Black Mirror) EACS/I-09HIX-BLACK/N8_V2/WF, 9000 BTU, до 25 м²","Настенная сплит-система Electrolux, серия Onix Super DC (Black Mirror): 9 000 BTU, на площадь до 25 м², инверторный компрессор, класс энергоэффективности A+++, обогрев до −25 °C, шум внутреннего блока 26 дБ(А), Wi-Fi есть, очистка воздуха, артикул EACS/I-09HIX-BLACK/N8_V2/WF. Дизайнерская модель с чёрной зеркальной панелью и скрытым дисплеем Mirage. Класс A+++, очистка воздуха холодной плазмой и ионизацией, фильтр 3-в-1. Работает на обогрев в минус и на охлаждение в сильную жару до +53 °C.",https://tehnoholod369.kz/tproduct/825136798034-kondicioner-electrolux-onix-super-dc-black-mirror-eacs-i-09h,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/bytovye/electrolux-eacs-i-09hix-black-n8-v2-wf.jpg,in_stock,248428.00 KZT,Electrolux,EACS/I-09HIX-BLACK/N8_V2/WF,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
EACS/I-12HIX-BLACK/N8_V2/WF,"Кондиционер Electrolux Onix Super DC (Black Mirror) EACS/I-12HIX-BLACK/N8_V2/WF, 12000 BTU, до 35 м²","Настенная сплит-система Electrolux, серия Onix Super DC (Black Mirror): 12 000 BTU, на площадь до 35 м², инверторный компрессор, класс энергоэффективности A+++, обогрев до −25 °C, шум внутреннего блока 26 дБ(А), Wi-Fi есть, очистка воздуха, артикул EACS/I-12HIX-BLACK/N8_V2/WF. Дизайнерская модель с чёрной зеркальной панелью и скрытым дисплеем Mirage. Класс A+++, очистка воздуха холодной плазмой и ионизацией, фильтр 3-в-1. Работает на обогрев в минус и на охлаждение в сильную жару до +53 °C.",https://tehnoholod369.kz/tproduct/906649622784-kondicioner-electrolux-onix-super-dc-black-mirror-eacs-i-12h,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/bytovye/electrolux-eacs-i-09hix-black-n8-v2-wf.jpg,in_stock,284990.00 KZT,Electrolux,EACS/I-12HIX-BLACK/N8_V2/WF,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
EACS/I-18HIX-BLACK/N8_V2/WF,"Кондиционер Electrolux Onix Super DC (Black Mirror) EACS/I-18HIX-BLACK/N8_V2/WF, 18000 BTU, до 50 м²","Настенная сплит-система Electrolux, серия Onix Super DC (Black Mirror): 18 000 BTU, на площадь до 50 м², инверторный компрессор, класс энергоэффективности A+++, обогрев до −25 °C, шум внутреннего блока 26 дБ(А), Wi-Fi есть, очистка воздуха, артикул EACS/I-18HIX-BLACK/N8_V2/WF. Дизайнерская модель с чёрной зеркальной панелью и скрытым дисплеем Mirage. Класс A+++, очистка воздуха холодной плазмой и ионизацией, фильтр 3-в-1. Работает на обогрев в минус и на охлаждение в сильную жару до +53 °C.",https://tehnoholod369.kz/tproduct/995254456394-kondicioner-electrolux-onix-super-dc-black-mirror-eacs-i-18h,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/bytovye/electrolux-eacs-i-09hix-black-n8-v2-wf.jpg,in_stock,399365.00 KZT,Electrolux,EACS/I-18HIX-BLACK/N8_V2/WF,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
EACS/I-24HIX-BLACK/N8_V2/WF,"Кондиционер Electrolux Onix Super DC (Black Mirror) EACS/I-24HIX-BLACK/N8_V2/WF, 24000 BTU, до 65 м²","Настенная сплит-система Electrolux, серия Onix Super DC (Black Mirror): 24 000 BTU, на площадь до 65 м², инверторный компрессор, класс энергоэффективности A+++, обогрев до −25 °C, шум внутреннего блока 26 дБ(А), Wi-Fi есть, очистка воздуха, артикул EACS/I-24HIX-BLACK/N8_V2/WF. Дизайнерская модель с чёрной зеркальной панелью и скрытым дисплеем Mirage. Класс A+++, очистка воздуха холодной плазмой и ионизацией, фильтр 3-в-1. Работает на обогрев в минус и на охлаждение в сильную жару до +53 °C.",https://tehnoholod369.kz/tproduct/360596628084-kondicioner-electrolux-onix-super-dc-black-mirror-eacs-i-24h,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/bytovye/electrolux-eacs-i-09hix-black-n8-v2-wf.jpg,in_stock,506240.00 KZT,Electrolux,EACS/I-24HIX-BLACK/N8_V2/WF,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
EACS/I-07HM/N8,"Кондиционер Electrolux Monaco Super DC EACS/I-07HM/N8, 7000 BTU, до 20 м²","Настенная сплит-система Electrolux, серия Monaco Super DC: 7 000 BTU, на площадь до 20 м², инверторный компрессор, класс энергоэффективности A++, обогрев до −15 °C, шум внутреннего блока 23 дБ(А), Wi-Fi опционально — модуль докупается, очистка воздуха, артикул EACS/I-07HM/N8. Профессиональная инверторная серия: тихая работа около 23 дБ, очистка воздуха холодной плазмой, экономичный обогрев по принципу теплового насоса до −15 °C. Функция iFeel, память положения жалюзи.",https://tehnoholod369.kz/tproduct/555354163974-kondicioner-electrolux-monaco-super-dc-eacs-i-07hm-n8-7000-b,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/bytovye/electrolux-eacs-i-09hm-n8.jpg,out_of_stock,192990.00 KZT,Electrolux,EACS/I-07HM/N8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
EACS/I-09HM/N8,"Кондиционер Electrolux Monaco Super DC EACS/I-09HM/N8, 9000 BTU, до 25 м²","Настенная сплит-система Electrolux, серия Monaco Super DC: 9 000 BTU, на площадь до 25 м², инверторный компрессор, класс энергоэффективности A++, обогрев до −15 °C, шум внутреннего блока 23 дБ(А), Wi-Fi опционально — модуль докупается, очистка воздуха, артикул EACS/I-09HM/N8. Профессиональная инверторная серия: тихая работа около 23 дБ, очистка воздуха холодной плазмой, экономичный обогрев по принципу теплового насоса до −15 °C. Функция iFeel, память положения жалюзи.",https://tehnoholod369.kz/tproduct/709674655154-kondicioner-electrolux-monaco-super-dc-eacs-i-09hm-n8-9000-b,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/bytovye/electrolux-eacs-i-09hm-n8.jpg,in_stock,203990.00 KZT,Electrolux,EACS/I-09HM/N8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
EACS/I-12HM/N8,"Кондиционер Electrolux Monaco Super DC EACS/I-12HM/N8, 12000 BTU, до 35 м²","Настенная сплит-система Electrolux, серия Monaco Super DC: 12 000 BTU, на площадь до 35 м², инверторный компрессор, класс энергоэффективности A++, обогрев до −15 °C, шум внутреннего блока 23 дБ(А), Wi-Fi опционально — модуль докупается, очистка воздуха, артикул EACS/I-12HM/N8. Профессиональная инверторная серия: тихая работа около 23 дБ, очистка воздуха холодной плазмой, экономичный обогрев по принципу теплового насоса до −15 °C. Функция iFeel, память положения жалюзи.",https://tehnoholod369.kz/tproduct/317457951454-kondicioner-electrolux-monaco-super-dc-eacs-i-12hm-n8-12000-,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/bytovye/electrolux-eacs-i-09hm-n8.jpg,in_stock,232990.00 KZT,Electrolux,EACS/I-12HM/N8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
EACS/I-18HM/N8,"Кондиционер Electrolux Monaco Super DC EACS/I-18HM/N8, 18000 BTU, до 50 м²","Настенная сплит-система Electrolux, серия Monaco Super DC: 18 000 BTU, на площадь до 50 м², инверторный компрессор, класс энергоэффективности A++, обогрев до −15 °C, шум внутреннего блока 23 дБ(А), Wi-Fi опционально — модуль докупается, очистка воздуха, артикул EACS/I-18HM/N8. Профессиональная инверторная серия: тихая работа около 23 дБ, очистка воздуха холодной плазмой, экономичный обогрев по принципу теплового насоса до −15 °C. Функция iFeel, память положения жалюзи.",https://tehnoholod369.kz/tproduct/674502193184-kondicioner-electrolux-monaco-super-dc-eacs-i-18hm-n8-18000-,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/bytovye/electrolux-eacs-i-09hm-n8.jpg,in_stock,363990.00 KZT,Electrolux,EACS/I-18HM/N8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
EACS/I-24HM/N8,"Кондиционер Electrolux Monaco Super DC EACS/I-24HM/N8, 24000 BTU, до 65 м²","Настенная сплит-система Electrolux, серия Monaco Super DC: 24 000 BTU, на площадь до 65 м², инверторный компрессор, класс энергоэффективности A++, обогрев до −15 °C, шум внутреннего блока 23 дБ(А), Wi-Fi опционально — модуль докупается, очистка воздуха, артикул EACS/I-24HM/N8. Профессиональная инверторная серия: тихая работа около 23 дБ, очистка воздуха холодной плазмой, экономичный обогрев по принципу теплового насоса до −15 °C. Функция iFeel, память положения жалюзи.",https://tehnoholod369.kz/tproduct/264194797874-kondicioner-electrolux-monaco-super-dc-eacs-i-24hm-n8-24000-,https://cdn.jsdelivr.net/gh/tehnoholod369-glitch/tehnoholod-katalog@main/img/bytovye/electrolux-eacs-i-09hm-n8.jpg,in_stock,469990.00 KZT,Electrolux,EACS/I-24HM/N8,no,new,Дом и сад > Бытовая техника > Климатическое оборудование > Кондиционеры,Кондиционеры > Настенные
